,n_active,n_active_priv,n_active_upriv,n_waiting,n_waiting_priv,n_waiting_upriv,n_found_jobs,n_found_jobs_priv,n_found_jobs_upriv,Tu_found_jobs,Tu_found_jobs_upriv,Tu_found_jobs_priv,accuracy,recall,precision,accuracy_priv,recall_priv,precision_priv,accuracy_upriv,recall_upriv,precision_upriv,s_all,s_priv,s_upriv,frac_unpriv,frac_pred_highpros_hist,frac_pred_lowpros_hist,frac_true_highpros_hist,frac_true_lowpros_hist,frac_highpros_pred,frac_highpros_true,mean_Tu_current,mean_Tu_priv_current,mean_Tu_upriv_current,frac_upriv_in_highpros,BGSD,BGTuD_current,BGaccuracyD,BGprecisionD,BGrecallD,inbal_waiting,coef1,coef2
199,10000,3791,6209,0,0,0,729,394,335,6.644718792866941,7.641791044776119,5.7969543147208125,,,,,,,,,,-0.7335362881874212,-0.46016139410745205,-0.9004495147065329,0.6209,,,,,,,35.2005,32.56001055130572,36.81269125463037,,0.44028812059908085,-4.25268070332465,,,,0.0,,
200,10000,3800,6200,0,0,0,680,336,344,6.245588235294117,7.7354651162790695,4.720238095238095,,,,,,,,,,-0.7324964538302398,-0.4604884627404899,-0.89921102901428,0.62,,,,,,,35.3745,32.68236842105263,37.02451612903226,,0.4387225662737901,-4.342147707979628,,,,0.0,,
201,10000,3841,6159,0,0,0,687,325,362,6.873362445414847,8.149171270718233,5.452307692307692,,,,,,,,,,-0.7285381774390143,-0.450496311934611,-0.9019362624207342,0.6159,,,,,,,35.2377,32.35615725071596,37.034745900308494,,0.45143995048612323,-4.678588649592534,,,,0.0,,
202,10000,3844,6156,0,0,0,734,372,362,6.427792915531335,8.066298342541437,4.833333333333333,,,,,,,,,,-0.726484549098529,-0.4471901283856064,-0.9008847689199185,0.6156,,,,,,,35.1875,32.2926638917794,36.99512670565302,,0.45369464053431213,-4.702462813873623,,,,0.0,,
203,10000,3869,6131,0,0,0,756,383,373,7.298941798941799,9.420911528150134,5.2323759791122715,,,,,,,,,,-0.7250363050811331,-0.44484860581734453,-0.9018502356718359,0.6131,,,,,,,34.9945,31.886275523391056,36.95596150709509,,0.45700162985449133,-5.069685983704034,,,,0.0,,
204,10000,3855,6145,0,0,0,746,390,356,6.221179624664879,8.120786516853933,4.487179487179487,,,,,,,,,,-0.7226383634064885,-0.4431485285729822,-0.8979733208162793,0.6145,,,,,,,34.9306,32.10998702983139,36.700081366965016,,0.45482479224329714,-4.590094337133628,,,,0.0,,
205,10000,3859,6141,0,0,0,718,369,349,5.658774373259053,6.762177650429799,4.615176151761518,,,,,,,,,,-0.7232328946003527,-0.44720482360032027,-0.896688736643851,0.6141,,,,,,,34.9172,32.01528893495724,36.74075883406611,,0.4494839130435307,-4.725469899108873,,,,0.0,,
206,10000,3861,6139,0,0,0,737,379,358,6.724559023066486,8.480446927374302,5.065963060686016,,,,,,,,,,-0.7234514445381205,-0.4488146790098325,-0.8961786886665976,0.6139,,,,,,,34.7419,31.853405853405853,36.55856002606288,,0.44736400965676504,-4.705154172657025,,,,0.0,,
207,10000,3848,6152,0,0,0,746,381,365,6.718498659517426,8.301369863013699,5.202099737532809,,,,,,,,,,-0.7227925361286602,-0.4508223151829027,-0.8929065494900508,0.6152,,,,,,,34.6207,31.74662162162162,36.41840052015605,,0.44208423430714805,-4.671778898534427,,,,0.0,,
208,10000,3883,6117,0,0,0,751,362,389,6.635153129161118,8.63496143958869,4.486187845303867,,,,,,,,,,-0.7210112163592449,-0.44631568687920486,-0.8953847231388748,0.6117,,,,,,,34.6029,31.65387586917332,36.47490599967304,,0.44906903625967,-4.821030130499722,,,,0.0,,
