,n_active,n_active_priv,n_active_upriv,n_waiting,n_waiting_priv,n_waiting_upriv,n_found_jobs,n_found_jobs_priv,n_found_jobs_upriv,Tu_found_jobs,Tu_found_jobs_upriv,Tu_found_jobs_priv,accuracy,recall,precision,accuracy_priv,recall_priv,precision_priv,accuracy_upriv,recall_upriv,precision_upriv,s_all,s_priv,s_upriv,frac_upriv,frac_pred_highpros_hist,frac_pred_lowpros_hist,frac_true_highpros_hist,frac_true_lowpros_hist,frac_highpros_pred,frac_highpros_true,mean_Tu_current,mean_Tu_priv_current,mean_Tu_upriv_current,frac_upriv_in_highpros,fraction_real_highpros_flipped_to_lowpros,fraction_real_lowpros_flipped_to_highpros,fraction_of_lowpros_correctly_highpros_after_flipping,BGSD,BGTuD_current,BGaccuracyD,BGprecisionD,BGrecallD,inbal_waiting,coef1,coef2
199,10000,1859,8141,0,0,0,598,338,260,7.013377926421405,11.011538461538462,3.937869822485207,,,,,,,,,,-0.7682902636619344,-0.4670323679364219,-0.8370826022141673,0.8141,,,,,,,39.3266,26.701452393760086,42.20955656553249,,,,,0.3700502342777454,-15.508104171772402,,,,0.0,,
200,10000,1832,8168,0,0,0,567,307,260,6.638447971781305,10.176923076923076,3.6416938110749184,,,,,,,,,,-0.772546288794777,-0.48730725583745416,-0.8365225263532756,0.8168,,,,,,,39.6208,27.27674672489083,42.389446620959845,,,,,0.34921527051582146,-15.112699896069014,,,,0.0,,
201,10000,1860,8140,0,0,0,535,270,265,6.885981308411215,9.815094339622641,4.011111111111111,,,,,,,,,,-0.7659034922829531,-0.4680302336696443,-0.8339678978137585,0.814,,,,,,,39.199,26.526344086021506,42.094717444717446,,,,,0.36593766414411416,-15.56837335869594,,,,0.0,,
202,10000,1909,8091,0,0,0,576,292,284,6.944444444444445,10.54225352112676,3.4452054794520546,,,,,,,,,,-0.762558720292564,-0.4604199353172498,-0.8338456984804116,0.8091,,,,,,,38.8728,25.716605552645365,41.97688790013596,,,,,0.3734257631631618,-16.26028234749059,,,,0.0,,
203,10000,1908,8092,0,0,0,636,346,290,7.05503144654088,11.248275862068965,3.540462427745665,,,,,,,,,,-0.7566317589551596,-0.4440615388276478,-0.8303322013678255,0.8092,,,,,,,38.5323,25.589622641509433,41.58403361344538,,,,,0.38627066254017767,-15.994410971935945,,,,0.0,,
204,10000,1917,8083,0,0,0,658,353,305,7.349544072948328,12.272131147540984,3.096317280453258,,,,,,,,,,-0.7538205434078485,-0.4459484178362312,-0.8268368572419188,0.8083,,,,,,,38.1648,25.341679707876892,41.20598787578869,,,,,0.3808884394056876,-15.864308167911801,,,,0.0,,
205,10000,1923,8077,0,0,0,667,368,299,6.331334332833583,8.464882943143813,4.5978260869565215,,,,,,,,,,-0.7479959810691944,-0.43757697401017387,-0.8219016082295876,0.8077,,,,,,,37.7264,24.768070722828913,40.81156369939334,,,,,0.3843246342194137,-16.043492976564426,,,,0.0,,
206,10000,1945,8055,0,0,0,670,338,332,5.344776119402985,8.25301204819277,2.4881656804733727,,,,,,,,,,-0.7495468507991631,-0.43903247193866857,-0.8245251831248814,0.8055,,,,,,,37.6044,24.55886889460154,40.7544382371198,,,,,0.38549271118621287,-16.195569342518258,,,,0.0,,
207,10000,1941,8059,0,0,0,679,357,322,6.963181148748159,10.841614906832298,3.4649859943977592,,,,,,,,,,-0.7481966524028024,-0.44077613123946097,-0.8222384977406911,0.8059,,,,,,,37.4173,24.37403400309119,40.5587541878645,,,,,0.38146236650123017,-16.18472018477331,,,,0.0,,
208,10000,1931,8069,0,0,0,671,341,330,6.998509687034277,10.745454545454546,3.372434017595308,,,,,,,,,,-0.746737356604366,-0.4386925045340647,-0.8204558606752238,0.8069,,,,,,,37.1534,24.314862765406524,40.22580245383567,,,,,0.3817633561411591,-15.910939688429146,,,,0.0,,
209,10000,1932,8068,0,0,0,680,357,323,5.83235294117647,9.377708978328174,2.6246498599439776,,,,,,,,,,-0.7500145583051088,-0.44559610698020863,-0.8229119861632777,0.8068,,,,,,,37.103,24.161490683229815,40.20203272186416,,,,,0.377315879183069,-16.040542038634342,,,,0.0,,
210,10000,1952,8048,0,0,0,627,328,299,7.298245614035087,11.297658862876254,3.652439024390244,,,,,,,,,,-0.7453215232604417,-0.4250097138081355,-0.823011465115673,0.8048,,,,,,,36.9161,23.914959016393443,40.06945825049702,,,,,0.3980017513075375,-16.15449923410358,,,,0.0,,
211,10000,1949,8051,0,0,0,713,381,332,7.190743338008415,11.313253012048193,3.5984251968503935,,,,,,,,,,-0.7455531679712776,-0.43078890589888336,-0.8217518447541736,0.8051,,,,,,,36.6655,23.795279630579785,39.781145199354114,,,,,0.39096293885529027,-15.98586556877433,,,,0.0,,
212,10000,1926,8074,0,0,0,707,394,313,5.42008486562942,9.242811501597444,2.383248730964467,,,,,,,,,,-0.7485267675522079,-0.43804643348054084,-0.8225898247013324,0.8074,,,,,,,36.6056,24.18951194184839,39.56737676492445,,,,,0.3845433912207915,-15.377864823076056,,,,0.0,,
213,10000,1934,8066,0,0,0,667,347,320,6.106446776611694,9.915625,2.5936599423631126,,,,,,,,,,-0.7467355691834031,-0.43706955121117946,-0.8209847730959099,0.8066,,,,,,,36.4246,24.022750775594623,39.39821472848996,,,,,0.38391522188473043,-15.375463952895338,,,,0.0,,
214,10000,1907,8093,0,0,0,680,369,311,5.402941176470589,8.639871382636656,2.6747967479674797,,,,,,,,,,-0.7474594876731175,-0.44448780184336895,-0.8188504434222008,0.8093,,,,,,,36.262,24.242265338227583,39.09427900654887,,,,,0.37436264157883187,-14.852013668321284,,,,0.0,,
215,10000,1967,8033,0,0,0,700,338,362,6.117142857142857,9.812154696132596,2.1597633136094676,,,,,,,,,,-0.746158710806599,-0.431395090796968,-0.8232332832650757,0.8033,,,,,,,36.1275,23.723945094051857,39.164695630524086,,,,,0.39183819246810775,-15.44075053647223,,,,0.0,,
216,10000,1952,8048,0,0,0,685,385,300,6.747445255474452,11.473333333333333,3.064935064935065,,,,,,,,,,-0.7453958087923571,-0.431571205799542,-0.8215123128979702,0.8048,,,,,,,36.0615,24.008709016393443,38.984840954274354,,,,,0.3899411070984282,-14.976131937880911,,,,0.0,,
217,10000,1957,8043,0,0,0,676,369,307,5.384615384615385,8.674267100977199,2.6476964769647697,,,,,,,,,,-0.7446875662301906,-0.43915645332062453,-0.8190285320344951,0.8043,,,,,,,35.9027,24.102197240674503,38.7739649384558,,,,,0.3798720787138706,-14.671767697781295,,,,0.0,,
218,10000,1943,8057,0,0,0,654,347,307,5.605504587155964,8.45928338762215,3.080691642651297,,,,,,,,,,-0.7479486411424662,-0.4471744006879812,-0.820482381890023,0.8057,,,,,,,35.8344,24.190427174472465,38.64242273799181,,,,,0.3733079812020418,-14.451995563519343,,,,0.0,,
219,10000,1970,8030,0,0,0,662,350,312,5.722054380664653,8.253205128205128,3.4657142857142857,,,,,,,,,,-0.7453308165113715,-0.4316173971613098,-0.8222941335872894,0.803,,,,,,,35.6622,23.949238578680202,38.53574097135741,,,,,0.3906767364259796,-14.586502392677211,,,,0.0,,
220,10000,1974,8026,0,0,0,698,380,318,6.0759312320916905,11.30188679245283,1.7026315789473685,,,,,,,,,,-0.7433239260192157,-0.42797128758065656,-0.8208851156875082,0.8026,,,,,,,35.6532,23.969098277608914,38.526912534263644,,,,,0.39291382810685166,-14.55781425665473,,,,0.0,,
221,10000,1970,8030,0,0,0,662,351,311,6.770392749244713,10.504823151125402,3.4615384615384617,,,,,,,,,,-0.7445583898658393,-0.43795896254872807,-0.819776431187721,0.803,,,,,,,35.5025,23.91725888324873,38.34470734744708,,,,,0.38181746863899296,-14.427448464198346,,,,0.0,,
222,10000,1996,8004,0,0,0,701,368,333,6.885877318116976,10.534534534534535,3.5842391304347827,,,,,,,,,,-0.7441261369182116,-0.42529388790330647,-0.8236350286015888,0.8004,,,,,,,35.3437,23.39328657314629,38.32383808095952,,,,,0.3983411406982823,-14.930551507813227,,,,0.0,,
223,10000,1965,8035,0,0,0,672,390,282,5.440476190476191,9.790780141843971,2.2948717948717947,,,,,,,,,,-0.745735628457242,-0.44501463428104115,-0.8192784727081733,0.8035,,,,,,,35.2948,23.764376590330787,38.11462352209085,,,,,0.3742638384271322,-14.350246931760065,,,,0.0,,
224,10000,1951,8049,0,0,0,643,344,299,6.561430793157077,10.331103678929766,3.2848837209302326,,,,,,,,,,-0.746019302489248,-0.4435864533708789,-0.8193261093758102,0.8049,,,,,,,35.142,23.66888774987186,37.922971797738846,,,,,0.3757396560049313,-14.254084047866986,,,,0.0,,
225,10000,1917,8083,0,0,0,652,364,288,5.4156441717791415,8.961805555555555,2.60989010989011,,,,,,,,,,-0.7473755736743868,-0.4523971722578032,-0.8173339549085313,0.8083,,,,,,,35.0874,24.10485133020344,37.69206977607324,,,,,0.36493678265072815,-13.587218445869798,,,,0.0,,
226,10000,1907,8093,0,0,0,659,348,311,6.203338391502276,9.607717041800644,3.160919540229885,,,,,,,,,,-0.745757180699023,-0.4474610732453888,-0.8160464031028386,0.8093,,,,,,,35.0168,24.21237545883587,37.56270851353021,,,,,0.3685853298574498,-13.350333054694342,,,,0.0,,
227,10000,1946,8054,0,0,0,672,346,326,5.369047619047619,8.677914110429448,2.2514450867052025,,,,,,,,,,-0.7452123049326811,-0.4366441669599727,-0.8197682518528313,0.8054,,,,,,,34.9929,23.765673175745118,37.70561211820213,,,,,0.3831240848928586,-13.939938942457015,,,,0.0,,
228,10000,1924,8076,0,0,0,679,389,290,6.715758468335788,10.875862068965517,3.61439588688946,,,,,,,,,,-0.7431328982159234,-0.4380865557855417,-0.8158061477003284,0.8076,,,,,,,34.9034,23.905925155925157,37.52340267459138,,,,,0.37771959191478677,-13.617477518666224,,,,0.0,,
229,10000,1912,8088,0,0,0,699,361,338,5.889842632331903,9.177514792899409,2.811634349030471,,,,,,,,,,-0.7429358411872675,-0.4363915050713218,-0.8154028009614623,0.8088,,,,,,,34.7451,23.7086820083682,37.35410484668645,,,,,0.37901129589014054,-13.645422838318247,,,,0.0,,
230,10000,1933,8067,0,0,0,682,361,321,5.299120234604105,8.12461059190031,2.7867036011080333,,,,,,,,,,-0.7432821480447905,-0.42997359209098673,-0.8183565795135772,0.8067,,,,,,,34.8711,23.628556647697877,37.56501797446386,,,,,0.3883829874225905,-13.936461326765986,,,,0.0,,
231,10000,1950,8050,0,0,0,665,355,310,5.81203007518797,9.761290322580646,2.363380281690141,,,,,,,,,,-0.7467471294511883,-0.44545334602290976,-0.8197313378592807,0.805,,,,,,,34.8525,23.542564102564103,37.59217391304348,,,,,0.3742779918363709,-14.049609810479378,,,,0.0,,
232,10000,1948,8052,0,0,0,648,332,316,6.58179012345679,10.75,2.6144578313253013,,,,,,,,,,-0.744485171472212,-0.4416632946544744,-0.8177461024261307,0.8052,,,,,,,34.836,23.640657084188913,37.544461003477394,,,,,0.37608280777165626,-13.903803919288482,,,,0.0,,
233,10000,1941,8059,0,0,0,658,358,300,6.057750759878419,8.99,3.600558659217877,,,,,,,,,,-0.7449352530941987,-0.4391393292276714,-0.8185858162192674,0.8059,,,,,,,34.7656,23.568778979907265,37.46234024072466,,,,,0.379446486991596,-13.893561260817393,,,,0.0,,
234,10000,1907,8093,0,0,0,632,355,277,5.734177215189874,9.126353790613718,3.0873239436619717,,,,,,,,,,-0.7468782971340221,-0.4558718525627081,-0.815449814469682,0.8093,,,,,,,34.8754,24.034084950183534,37.430001235635736,,,,,0.3595779619069739,-13.395916285452202,,,,0.0,,
235,10000,1922,8078,0,0,0,606,319,287,5.1650165016501655,8.463414634146341,2.197492163009404,,,,,,,,,,-0.7460197473298196,-0.45324989053496795,-0.8156785322716004,0.8078,,,,,,,34.7948,23.992715920915714,37.364941817281505,,,,,0.3624286417366324,-13.37222589636579,,,,0.0,,
236,10000,1934,8066,0,0,0,651,342,309,6.2949308755760365,9.110032362459547,3.7514619883040936,,,,,,,,,,-0.7433988264512338,-0.4453795152065188,-0.8148554775728899,0.8066,,,,,,,34.8048,23.78852119958635,37.44619390032234,,,,,0.3694759623663711,-13.657672700735993,,,,0.0,,
237,10000,1922,8078,0,0,0,665,345,320,6.643609022556391,10.159375,3.382608695652174,,,,,,,,,,-0.7437464641061434,-0.4466268905047279,-0.8144401779538682,0.8078,,,,,,,34.6703,23.841311134235173,37.246843278039115,,,,,0.3678132874491403,-13.405532143803942,,,,0.0,,
238,10000,1950,8050,0,0,0,665,336,329,6.505263157894737,9.522796352583587,3.550595238095238,,,,,,,,,,-0.7431861505208293,-0.4410667956052691,-0.8163703420842257,0.805,,,,,,,34.545,23.286153846153844,37.272298136645965,,,,,0.37530354647895653,-13.98614429049212,,,,0.0,,
239,10000,1934,8066,0,0,0,663,353,310,6.319758672699849,9.774193548387096,3.2861189801699715,,,,,,,,,,-0.7433909476334508,-0.43987128840852235,-0.8161664275418331,0.8066,,,,,,,34.5648,23.28697001034126,37.2689065212001,,,,,0.37629513913331075,-13.98193651085884,,,,0.0,,
240,10000,1929,8071,0,0,0,666,360,306,5.828828828828829,8.705882352941176,3.3833333333333333,,,,,,,,,,-0.7458393339454815,-0.4447910566214739,-0.8177910285258322,0.8071,,,,,,,34.6555,23.37480559875583,37.3516292900508,,,,,0.3729999719043583,-13.976823691294971,,,,0.0,,
241,10000,1953,8047,0,0,0,645,352,293,5.891472868217054,8.549488054607508,3.678977272727273,,,,,,,,,,-0.7428898395498134,-0.4373267848309417,-0.8170497309212507,0.8047,,,,,,,34.6252,23.076804915514593,37.42798558468995,,,,,0.379722946090309,-14.351180669175356,,,,0.0,,
242,10000,1932,8068,0,0,0,671,373,298,6.217585692995529,10.798657718120806,2.557640750670241,,,,,,,,,,-0.7437961745530727,-0.4462015986020544,-0.8150595261566134,0.8068,,,,,,,34.646,23.390269151138718,37.34134853743183,,,,,0.368857927554559,-13.95107938629311,,,,0.0,,
243,10000,1928,8072,0,0,0,666,357,309,5.539039039039039,8.271844660194175,3.1736694677871147,,,,,,,,,,-0.7420688595763384,-0.440325345686478,-0.8141404025371474,0.8072,,,,,,,34.5944,23.24896265560166,37.30426164519326,,,,,0.37381505685066935,-14.055298989591599,,,,0.0,,
