,n_active,n_active_priv,n_active_upriv,n_waiting,n_waiting_priv,n_waiting_upriv,n_found_jobs,n_found_jobs_priv,n_found_jobs_upriv,Tu_found_jobs,Tu_found_jobs_upriv,Tu_found_jobs_priv,accuracy,recall,precision,accuracy_priv,recall_priv,precision_priv,accuracy_upriv,recall_upriv,precision_upriv,s_all,s_priv,s_upriv,frac_unpriv,frac_pred_highpros_hist,frac_pred_lowpros_hist,frac_true_highpros_hist,frac_true_lowpros_hist,frac_highpros_pred,frac_highpros_true,mean_Tu_current,mean_Tu_priv_current,mean_Tu_upriv_current,frac_upriv_in_highpros,BGSD,BGTuD_current,BGaccuracyD,BGprecisionD,BGrecallD,inbal_waiting,coef1,coef2
199,10000,3739,6261,0,0,0,694,367,327,6.979827089337176,7.935779816513762,6.128065395095367,,,,,,,,,,-0.726934720746633,-0.43992093103333685,-0.8983361837298647,0.6261,,,,,,,34.8871,31.711955068200055,36.7832614598307,,0.45841525269652783,-5.0713063916306425,,,,0.0,,
200,10000,3743,6257,0,0,0,718,375,343,6.757660167130919,8.696793002915452,4.984,,,,,,,,,,-0.729707869102923,-0.4483614513353946,-0.8980121110245879,0.6257,,,,,,,35.017,31.807640929735506,36.93687070481061,,0.44965065968919327,-5.129229775075103,,,,0.0,,
201,10000,3763,6237,0,0,0,740,366,374,6.581081081081081,7.208556149732621,5.939890710382514,,,,,,,,,,-0.7261486609001746,-0.4391803659450983,-0.8992866589626969,0.6237,,,,,,,34.8803,31.501993090619187,36.918550585217254,,0.4601062930175986,-5.416557494598067,,,,0.0,,
202,10000,3768,6232,0,0,0,733,368,365,7.085948158253752,8.627397260273973,5.557065217391305,,,,,,,,,,-0.7247461055655876,-0.44092385568588044,-0.896351085916476,0.6232,,,,,,,34.7725,31.496815286624205,36.7530487804878,,0.4554272302305956,-5.256233493863597,,,,0.0,,
203,10000,3756,6244,0,0,0,730,384,346,6.291780821917809,7.479768786127168,5.221354166666667,,,,,,,,,,-0.7211514169978912,-0.439675900875194,-0.8904694885156443,0.6244,,,,,,,34.5231,31.34611288604899,36.434176809737345,,0.45079358764045036,-5.088063923688356,,,,0.0,,
204,10000,3745,6255,0,0,0,772,391,381,5.791450777202073,6.551181102362205,5.051150895140665,,,,,,,,,,-0.7206554000120132,-0.4366331070023858,-0.8907055178890805,0.6255,,,,,,,34.4837,31.26995994659546,36.40783373301359,,0.4540724108866947,-5.13787378641813,,,,0.0,,
205,10000,3742,6258,0,0,0,745,390,355,6.1060402684563755,7.222535211267606,5.089743589743589,,,,,,,,,,-0.7209416213237532,-0.4388270491374428,-0.8896333325927167,0.6258,,,,,,,34.4291,31.256280064136824,36.32630233301374,,0.4508062834552739,-5.070022268876919,,,,0.0,,
206,10000,3756,6244,0,0,0,780,386,394,6.062820512820513,7.464467005076142,4.632124352331606,,,,,,,,,,-0.7222877907385856,-0.4407624006288936,-0.8916358633285922,0.6244,,,,,,,34.3833,31.207667731629392,36.29356181934657,,0.45087346269969863,-5.085894087717179,,,,0.0,,
207,10000,3744,6256,0,0,0,749,375,374,6.879839786381843,8.018716577540108,5.744,,,,,,,,,,-0.7211388123391371,-0.4356850489316915,-0.8919730339180177,0.6256,,,,,,,34.2174,31.014957264957264,36.133951406649615,,0.4562879849863262,-5.118994141692351,,,,0.0,,
208,10000,3792,6208,0,0,0,764,367,397,6.285340314136126,8.125944584382871,4.294277929155314,,,,,,,,,,-0.7164969006132685,-0.43074625003426825,-0.8910404681061115,0.6208,,,,,,,34.1053,30.591244725738395,36.251771907216494,,0.46029421807184323,-5.660527181478098,,,,0.0,,
209,10000,3805,6195,0,0,0,794,409,385,6.36272040302267,7.612987012987013,5.185819070904645,,,,,,,,,,-0.7175337548706804,-0.43151673501960375,-0.8932068397025363,0.6195,,,,,,,33.9046,30.393692509855452,36.061016949152545,,0.4616901046829326,-5.667324439297094,,,,0.0,,
210,10000,3776,6224,0,0,0,744,389,355,6.170698924731183,6.597183098591549,5.781491002570694,,,,,,,,,,-0.7190430920805152,-0.43867517116306376,-0.8891377690381465,0.6224,,,,,,,33.8863,30.48146186440678,35.95196015424165,,0.4504625978750827,-5.470498289834868,,,,0.0,,
211,10000,3785,6215,0,0,0,769,381,388,6.586475942782835,7.850515463917525,5.299212598425197,,,,,,,,,,-0.7177949065535679,-0.43577843574237973,-0.889545886766013,0.6215,,,,,,,33.7676,30.31889035667107,35.86790024135157,,0.45376745102363325,-5.549009884680501,,,,0.0,,
212,10000,3773,6227,0,0,0,782,402,380,6.225063938618926,6.523684210526316,5.942786069651741,,,,,,,,,,-0.7163506740378508,-0.43590788995170787,-0.8862736906360548,0.6227,,,,,,,33.6471,30.30400212032865,35.67271559338365,,0.4503658006843469,-5.368713473054999,,,,0.0,,
213,10000,3785,6215,0,0,0,787,380,407,5.757306226175349,6.972972972972973,4.455263157894737,,,,,,,,,,-0.7166333146864025,-0.4301630120515963,-0.8910967250601338,0.6215,,,,,,,33.5901,30.23011889035667,35.63636363636363,,0.4609337130085375,-5.406244746006962,,,,0.0,,
214,10000,3765,6235,0,0,0,793,425,368,6.600252206809584,8.097826086956522,5.303529411764706,,,,,,,,,,-0.7165071382370556,-0.4332329339240167,-0.8875620507051536,0.6235,,,,,,,33.4824,30.362549800796813,35.3663191659984,,0.4543291167811369,-5.003769365201585,,,,0.0,,
215,10000,3750,6250,0,0,0,827,421,406,6.1148730350665055,7.226600985221675,5.042755344418052,,,,,,,,,,-0.7158939598002266,-0.437384873489858,-0.882999411586448,0.625,,,,,,,33.4294,30.513333333333332,35.17904,,0.44561453809659,-4.665706666666669,,,,0.0,,
216,10000,3724,6276,0,0,0,800,409,391,6.61625,7.501278772378517,5.770171149144255,,,,,,,,,,-0.7157970054611991,-0.43599036330268687,-0.8818263132047139,0.6276,,,,,,,33.3151,30.610096670247046,34.920172084130016,,0.4458359499020271,-4.31007541388297,,,,0.0,,
217,10000,3781,6219,0,0,0,834,399,435,6.440047961630696,7.997701149425287,4.741854636591479,,,,,,,,,,-0.7109719924427552,-0.4229763348527588,-0.8860663132898009,0.6219,,,,,,,33.1391,29.993387992594553,35.051616015436565,,0.4630899784370421,-5.0582280228420125,,,,0.0,,
218,10000,3802,6198,0,0,0,841,422,419,6.44589774078478,8.381861575178998,4.523696682464455,,,,,,,,,,-0.7128587093754295,-0.42416808210643464,-0.8899483777969717,0.6198,,,,,,,32.9473,29.78406102051552,34.88770571151984,,0.465780295690537,-5.103644691004323,,,,0.0,,
219,10000,3750,6250,0,0,0,788,436,352,5.3286802030456855,6.159090909090909,4.658256880733945,,,,,,,,,,-0.7138640620767155,-0.4330421635164945,-0.8823572012128483,0.625,,,,,,,32.8224,30.149066666666666,34.4264,,0.44931503769635384,-4.277333333333335,,,,0.0,,
