,x1,x2,x_prot,s_real,T_u,step
416975,-0.7745787461678965,-0.09993615316839244,0.0,-0.43725744966814445,100.0,799.0
416976,-1.1408543119648362,-0.36048041420215604,0.0,-0.7506673630834961,91.0,799.0
416977,0.10416810807097435,-1.1145638439367114,0.0,-0.5051978679328685,90.0,799.0
416978,-0.5680170121382382,-0.30401384174650936,0.0,-0.4360154269423738,85.0,799.0
416979,-0.7068252656170048,-0.2085235845872257,0.0,-0.4576744251021152,85.0,799.0
416980,0.13800097934677022,-0.7584851477877346,0.0,-0.31024208422048216,83.0,799.0
416981,-0.6054622573284707,-0.8721698062650091,0.0,-0.7388160317967398,75.0,799.0
416982,-0.2692393157574977,-1.026374740920521,0.0,-0.6478070283390094,75.0,799.0
416983,-0.19095588528614682,-1.3324746472272406,0.0,-0.7617152662566937,72.0,799.0
416984,-0.28821156092456146,-0.14729039090911367,0.0,-0.21775097591683756,71.0,799.0
416985,0.09284287872842692,-1.1564631717993885,0.0,-0.5318101465354808,70.0,799.0
416986,-1.468582484989452,-0.1283288606165789,0.0,-0.7984556728030154,68.0,799.0
416987,-1.191351552286848,-0.6010053487181445,0.0,-0.8961784505024963,66.0,799.0
416988,-0.06291928030678548,-1.016382315544563,0.0,-0.5396507979256743,62.0,799.0
416989,-1.0803223540830156,-0.2829766288555481,0.0,-0.6816494914692819,58.0,799.0
416990,-0.0865704163114349,-0.9178232535502338,0.0,-0.5021968349308343,57.0,799.0
416991,-0.761887225585211,-0.11271552965846676,0.0,-0.4373013776218389,54.0,799.0
416992,0.7857838446331781,-1.434904925911976,0.0,-0.32456054063939893,53.0,799.0
416993,-0.8257329549835578,-0.26928639865417603,0.0,-0.547509676818867,52.0,799.0
416994,-0.8900468173899585,-0.20939140066498774,0.0,-0.5497191090274731,52.0,799.0
416995,-1.0641602233084342,-0.45636165434276993,0.0,-0.7602609388256021,49.0,799.0
416996,0.5535917351720485,-1.280713754652665,0.0,-0.36356100974030825,48.0,799.0
416997,-0.21979426403974478,-0.7843565718837935,0.0,-0.5020754179617691,46.0,799.0
416998,0.18803642071833632,-1.3900664431594298,0.0,-0.6010150112205468,46.0,799.0
416999,-0.8752551971474746,0.38161719564871976,0.0,-0.2468190007493774,45.0,799.0
417000,-0.22637245969234976,-0.8672652482534634,0.0,-0.5468188539729066,45.0,799.0
417001,0.08048898709446954,-0.6595526534196087,0.0,-0.2895318331625696,43.0,799.0
417002,-0.8257204732401703,-0.3484267909279632,0.0,-0.5870736320840667,40.0,799.0
417003,-0.004252858664837145,-0.3690656865347142,0.0,-0.1866592725997757,40.0,799.0
417004,-0.16172760200224234,-0.9017269487755726,0.0,-0.5317272753889075,39.0,799.0
417005,0.07888132808626357,-0.7842372557564161,0.0,-0.35267796383507627,39.0,799.0
417006,-0.6798954272233563,-0.0796580651235963,0.0,-0.3797767461734763,37.0,799.0
417007,0.2869694311947354,-1.4871454761571123,0.0,-0.6000880224811884,36.0,799.0
417008,-0.4492630711128263,-0.645999574218042,0.0,-0.5476313226654341,35.0,799.0
417009,-1.0799568306776435,0.37506876568563263,0.0,-0.3524440324960054,35.0,799.0
417010,0.32025988038910735,-0.916312919142597,0.0,-0.29802651937674485,35.0,799.0
417011,-0.7774047161887947,-0.18309466253531703,0.0,-0.48024968936205586,35.0,799.0
417012,-0.9085293518354007,-0.1599606846325633,0.0,-0.534245018233982,34.0,799.0
417013,-0.29164637026395923,-0.2847774218627898,0.0,-0.2882118960633745,32.0,799.0
417014,-0.9472943377569267,0.13794673894776555,0.0,-0.4046737994045806,31.0,799.0
417015,0.48059079536894594,-1.2841053576262353,0.0,-0.4017572811286447,31.0,799.0
417016,0.0936728784472806,-0.7778057439356854,0.0,-0.3420664327442024,31.0,799.0
417017,-0.5858050550326052,-0.2228568635427916,0.0,-0.40433095928769835,30.0,799.0
417018,-0.4786274898915752,0.02585599836838992,0.0,-0.22638574576159265,29.0,799.0
417019,-0.4685548988990775,-0.19156050361319488,0.0,-0.3300577012561362,29.0,799.0
417020,-0.17509672032501397,-0.2620637684849948,0.0,-0.2185802444050044,28.0,799.0
417021,0.11331296993782054,-0.8912999641032596,0.0,-0.3889934970827195,28.0,799.0
417022,-0.14492838121262844,-0.23801617793124108,0.0,-0.19147227957193474,28.0,799.0
417023,-0.9343217986426481,-0.004106756251198995,0.0,-0.46921427744692357,28.0,799.0
417024,-0.029457483919212466,-1.2768326369795986,0.0,-0.6531450604494056,28.0,799.0
417025,-0.33324402316484536,-0.31640986492906176,0.0,-0.32482694404695356,27.0,799.0
417026,-0.9059611478165964,-0.3017078074972088,0.0,-0.6038344776569027,27.0,799.0
417027,0.4525364493980453,-0.704967123210489,0.0,-0.12621533690622186,27.0,799.0
417028,-0.18229456912119207,-0.8108752956389473,0.0,-0.49658493238006973,26.0,799.0
417029,0.09546185624724855,-0.6032080973484574,0.0,-0.2538731205506044,26.0,799.0
417030,-1.0839487789553293,-0.6178642002423362,0.0,-0.8509064895988327,25.0,799.0
417031,-0.013445145161870252,-0.7467605587060797,0.0,-0.380102851933975,20.0,799.0
417032,-0.7588017671855698,0.09053690428388916,0.0,-0.3341324314508403,19.0,799.0
417033,-0.16778367759132579,-0.24479270535410164,0.0,-0.2062881914727137,19.0,799.0
417034,-0.3676784402314983,-0.2750425122564564,0.0,-0.32136047624397734,19.0,799.0
417035,-0.07829975154424096,-0.44143734171641147,0.0,-0.2598685466303262,18.0,799.0
417036,-0.7463045632208729,0.03521029043831059,0.0,-0.35554713639128116,18.0,799.0
417037,-0.9625498705417574,-0.2854888863417413,1.0,-0.6240193784417494,17.0,799.0
417038,-0.4730168966050972,0.052603094978275866,0.0,-0.21020690081341067,17.0,799.0
417039,-0.7452512076462698,-0.2568664951838693,0.0,-0.5010588514150696,16.0,799.0
417040,0.6527118568162913,-0.6622857049411053,0.0,-0.004786924062406994,15.0,799.0
417041,-1.283455580874573,-0.027382768167340754,1.0,-0.6554191745209568,15.0,799.0
417042,0.3466030878509589,-0.6355442452390644,0.0,-0.14447057869405275,15.0,799.0
417043,-1.0241806691098352,-0.1544229155246768,1.0,-0.589301792317256,14.0,799.0
417044,1.2249976676645473,-1.4072409794057958,0.0,-0.09112165587062426,13.0,799.0
417045,0.502636948486091,-1.0260689133392384,0.0,-0.26171598242657373,13.0,799.0
417046,-0.5638573383825123,-0.23276427484919948,0.0,-0.3983108066158559,11.0,799.0
417047,0.35298211268615565,-0.5690473978064301,0.0,-0.10803264256013723,11.0,799.0
417048,0.3464799771512085,-0.9698960815942823,0.0,-0.3117080522215369,10.0,799.0
417049,0.059968117844428646,-0.5824083796910933,0.0,-0.2612201309233323,10.0,799.0
417050,0.5854561519379096,-0.8893727248297024,0.0,-0.15195828644589643,10.0,799.0
417051,0.5407006176198706,-1.056365536646402,0.0,-0.25783245951326567,10.0,799.0
417052,-0.16291248807699385,-0.019970800539765188,0.0,-0.09144164430837952,9.0,799.0
417053,-1.066086258227787,0.3678407466918129,1.0,-0.34912275576798707,9.0,799.0
417054,-0.3717996941277777,-0.28123570696805045,1.0,-0.32651770054791407,9.0,799.0
417055,-0.5519365187468125,-0.23502127310547583,0.0,-0.39347889592614416,9.0,799.0
417056,0.12394947163424214,-0.42401284933055083,0.0,-0.15003168884815435,9.0,799.0
417057,-0.6603727744555395,0.418495053077673,0.0,-0.12093886068893328,9.0,799.0
417058,-0.7662470763051917,-0.2699633129944288,1.0,-0.5181051946498103,8.0,799.0
417059,-0.0776462170675895,-0.7475926924874848,0.0,-0.41261945477753714,8.0,799.0
417060,0.014538530871801401,-1.0549488159817784,0.0,-0.5202051425549885,8.0,799.0
417061,0.08029765369793702,-0.7259804113206758,0.0,-0.3228413788113694,8.0,799.0
417062,-0.44259597470953255,-0.6013551285364197,0.0,-0.5219755516229762,8.0,799.0
417063,0.41288768579625673,-0.806052970514759,0.0,-0.19658264235925113,8.0,799.0
417064,-0.02960584822625399,-0.7964032575220907,0.0,-0.41300455287417237,8.0,799.0
417065,-0.11324585184418204,0.09086226211197723,0.0,-0.011191794866102403,7.0,799.0
417066,0.14423524546705552,-0.8658808117807771,0.0,-0.3608227831568608,7.0,799.0
417067,-0.6854867816520558,-0.26073311306705194,0.0,-0.47310994735955386,7.0,799.0
417068,-0.02750282531627202,0.12982498438459622,0.0,0.0511610795341621,7.0,799.0
417069,-0.06746272611180353,-0.12062603844183822,0.0,-0.09404438227682088,7.0,799.0
417070,0.7054391085185463,-0.9521523107040573,0.0,-0.12335660109275548,7.0,799.0
417071,-0.4853774798435428,-0.07045084488266617,0.0,-0.2779141623631045,7.0,799.0
417072,0.19170124164019808,-0.20472587735859415,0.0,-0.006512317859198036,7.0,799.0
417073,-0.4516888176206273,-0.15532138712422833,0.0,-0.3035051023724278,6.0,799.0
417074,-0.8041663542347471,-0.04549755813290102,1.0,-0.4248319561838241,6.0,799.0
417075,-0.7716729240217368,-0.08908977698947684,0.0,-0.43038135050560683,6.0,799.0
417076,0.1528088706980075,-0.32124061139980403,0.0,-0.08421587035089827,6.0,799.0
417077,0.17847142349131404,-1.3180253166939409,0.0,-0.5697769466013134,6.0,799.0
417078,-0.950370464393096,-0.30172731314291007,0.0,-0.626048888768003,6.0,799.0
417079,0.6557161971369365,-0.6278305132218623,0.0,0.013942841957537089,6.0,799.0
417080,0.3430398735122538,-0.6505337046304522,0.0,-0.15374691555909922,6.0,799.0
417081,0.39216872009872616,-0.34916818039752895,0.0,0.021500269850598608,6.0,799.0
417082,0.34059277904381563,-0.8789523175529722,0.0,-0.2691797692545783,6.0,799.0
417083,0.8291609140727546,-1.3665241115197189,0.0,-0.26868159872348213,5.0,799.0
417084,-0.1547387211421829,-0.5046874452071187,0.0,-0.3297130831746508,5.0,799.0
417085,-0.2543665605869843,0.0833280474200564,0.0,-0.08551925658346396,5.0,799.0
417086,-0.9989918827289918,-0.024350021407629985,1.0,-0.5116709520683109,5.0,799.0
417087,0.9345307668412528,-1.405699609790961,0.0,-0.23558442147485414,5.0,799.0
417088,-0.8432213438970545,0.06474935065461596,1.0,-0.38923599662121927,5.0,799.0
417089,0.08094286834534695,-0.8843967714248158,0.0,-0.4017269515397344,5.0,799.0
417090,-0.9392216839008846,0.15072022116129485,1.0,-0.3942507313697948,5.0,799.0
417091,-0.03321739921467432,-0.28983562956804243,1.0,-0.16152651439135837,4.0,799.0
417092,0.2591466979775648,-0.5168678336506455,0.0,-0.12886056783654035,4.0,799.0
417093,0.5525685964611727,-0.7358987432034224,0.0,-0.09166507337112484,4.0,799.0
417094,-0.8438778160441529,0.22628788336239403,0.0,-0.30879496634087944,4.0,799.0
417095,-0.49483578148481405,0.34525040814399127,1.0,-0.07479268667041139,4.0,799.0
417096,0.3458767405416975,-0.6363962134780093,0.0,-0.14525973646815593,4.0,799.0
417097,-0.3658363021819643,0.17766397064033557,0.0,-0.09408616577081436,4.0,799.0
417098,-0.975042960472802,-0.15640304867301702,1.0,-0.5657230045729096,4.0,799.0
417099,1.4947350918833553,-1.1831537165211545,0.0,0.15579068768110038,3.0,799.0
417100,0.16684290816734954,-0.5877612183688924,0.0,-0.21045915510077143,3.0,799.0
417101,-0.48411902112124333,-0.320964086985454,1.0,-0.4025415540533487,3.0,799.0
417102,-1.4360482788715094,0.8177337416330072,1.0,-0.30915726861925114,3.0,799.0
417103,-1.2601587987584049,-0.106944597239089,1.0,-0.6835516979987469,3.0,799.0
417104,-0.20193420337997595,-0.1845588626682142,0.0,-0.19324653302409506,3.0,799.0
417105,0.23418340800684226,-0.16891043908779357,0.0,0.03263648445952434,3.0,799.0
417106,-1.3328074641293077,0.0967698304448758,1.0,-0.6180188168422159,3.0,799.0
417107,-0.8540769396528058,0.39632237631896583,1.0,-0.22887728166692,3.0,799.0
417108,0.39551102437095403,-0.2749076798244626,0.0,0.060301672273245704,3.0,799.0
417109,0.3779060498382231,-0.2443520883322161,0.0,0.0667769807530035,3.0,799.0
417110,0.7074425062419357,-0.762593265723149,0.0,-0.027575379740606643,3.0,799.0
417111,-0.14669236331575541,-0.007007439200678256,1.0,-0.07684990125821684,3.0,799.0
417112,-0.4977359035753554,0.14366652473796465,1.0,-0.17703468941869538,2.0,799.0
417113,1.4568507668470763,-0.7993678496563903,0.0,0.328741458595343,2.0,799.0
417114,0.6291357727438724,-1.4504018867862425,0.0,-0.410633057021185,2.0,799.0
417115,-0.41141006007382647,-0.16631499703369046,0.0,-0.2888625285537585,2.0,799.0
417116,-0.107173138643458,0.046931337664048,0.0,-0.030120900489704998,2.0,799.0
417117,-1.4699337329936293,0.617797153978286,1.0,-0.4260682895076716,2.0,799.0
417118,-1.0602181217166005,0.810414965190285,1.0,-0.12490157826315773,2.0,799.0
417119,-0.3497800026424872,0.299585492467784,1.0,-0.02509725508735161,2.0,799.0
417120,0.4964793890311749,0.08248798453894168,0.0,0.2894836867850583,2.0,799.0
417121,-1.1478376290805903,0.4504494768402729,1.0,-0.3486940761201587,2.0,799.0
417122,-0.729321835574495,1.0446004152556192,1.0,0.15763928984056208,2.0,799.0
417123,-1.211062733219718,0.685954586927854,1.0,-0.26255407314593193,2.0,799.0
417124,-0.9689759010237723,0.8598788037417354,1.0,-0.054548548641018435,2.0,799.0
417125,-1.0560622870157201,0.1653553515816263,1.0,-0.4453534677170469,2.0,799.0
